fc_demand,fc_nuclear,import_FR,export_FR,fc_wind,fc_solar_pv,fc_solar_th,date,hour
23726.0,5691.6,3000.0,2000.0,12005.0,4697.2,861.2,2020-10-04,15
22766.0,5691.6,3000.0,2000.0,12666.0,3977.2,823.2,2020-10-04,16
22178.0,5691.6,3000.0,2000.0,12609.0,2984.3,808.7,2020-10-04,17
22541.0,5691.6,3000.0,2000.0,12618.0,1666.8,664.0,2020-10-04,18
23587.0,5691.6,3000.0,2000.0,11579.0,367.4,420.7,2020-10-04,19
26489.0,5691.6,3000.0,2000.0,10377.0,0.0,241.3,2020-10-04,20
26967.0,5691.6,3000.0,2000.0,9591.0,0.0,169.4,2020-10-04,21
25476.0,5691.6,3000.0,2000.0,9405.0,0.0,171.7,2020-10-04,22
23738.0,5691.6,3000.0,2000.0,8837.0,0.0,151.0,2020-10-04,23
22112.0,6125.5,2500.0,2000.0,8088.0,0.0,97.2,2020-10-05,0
21018.0,6125.5,2500.0,2000.0,7663.0,0.0,63.3,2020-10-05,1
20235.0,6125.5,2500.0,2000.0,7430.0,0.0,52.8,2020-10-05,2
19977.0,6125.5,2500.0,2000.0,7346.0,0.0,45.0,2020-10-05,3
20247.0,6125.5,2500.0,2000.0,7157.0,0.0,54.1,2020-10-05,4
20870.0,6125.5,2500.0,2000.0,7362.0,0.0,48.9,2020-10-05,5
23380.0,6125.5,2500.0,2000.0,7378.0,0.0,1.2,2020-10-05,6
26843.0,6125.5,2500.0,2000.0,7451.0,0.1,1.5,2020-10-05,7
28476.0,6125.5,2500.0,2000.0,7476.0,358.9,5.4,2020-10-05,8
29405.0,6125.5,2500.0,2000.0,6639.0,2293.8,89.2,2020-10-05,9
30149.0,6125.5,2500.0,2000.0,5783.0,4388.7,659.2,2020-10-05,10
30574.0,6125.5,2500.0,2000.0,5861.0,5685.2,1269.2,2020-10-05,11
31143.0,6125.5,2500.0,2000.0,6274.0,6325.7,1549.8,2020-10-05,12
30799.0,6125.5,2500.0,2000.0,6637.0,6508.5,1534.4,2020-10-05,13
29741.0,6125.5,2500.0,2000.0,7232.0,6638.8,1481.2,2020-10-05,14
28566.0,6125.5,2500.0,2000.0,8263.0,6183.0,1536.1,2020-10-05,15
28469.0,6125.5,2500.0,2000.0,8695.0,5528.3,1523.1,2020-10-05,16
28507.0,6125.5,2500.0,2000.0,8805.0,4607.8,1459.3,2020-10-05,17
28259.0,6125.5,2500.0,2000.0,8605.0,2598.4,1422.8,2020-10-05,18
28988.0,6125.5,2500.0,2000.0,7627.0,574.2,923.4,2020-10-05,19
31707.0,6125.5,2500.0,2000.0,6615.0,0.0,534.0,2020-10-05,20
30810.0,6125.5,2500.0,2000.0,6507.0,0.0,256.4,2020-10-05,21
27584.0,6125.5,2500.0,2000.0,6327.0,0.0,204.8,2020-10-05,22
25603.0,6125.5,2500.0,2000.0,6217.0,0.0,141.3,2020-10-05,23
24140.0,6125.5,2500.0,2000.0,6319.0,0.0,20.8,2020-10-06,0
22945.0,6125.5,2500.0,2000.0,6245.0,0.0,7.2,2020-10-06,1
22122.0,6125.5,2500.0,2000.0,6440.0,0.0,17.4,2020-10-06,2
21655.0,6125.5,2500.0,2000.0,6647.0,0.0,13.4,2020-10-06,3
21719.0,6125.5,2500.0,2000.0,6561.0,0.0,11.3,2020-10-06,4
22178.0,6125.5,2500.0,2000.0,6497.0,0.0,9.6,2020-10-06,5
24400.0,6125.5,2500.0,2000.0,6369.0,0.0,10.0,2020-10-06,6
27742.0,6125.5,2500.0,2000.0,6431.0,0.0,9.8,2020-10-06,7
29134.0,6125.5,2500.0,2000.0,6865.0,313.9,15.3,2020-10-06,8
30032.0,6125.5,2500.0,2000.0,6828.0,2223.0,88.4,2020-10-06,9
30644.0,6125.5,2500.0,2000.0,6655.0,4215.1,744.5,2020-10-06,10
30787.0,6125.5,2500.0,2000.0,6763.0,5420.4,1412.2,2020-10-06,11
31301.0,6125.5,2500.0,2000.0,7040.0,6201.6,1669.5,2020-10-06,12
31037.0,6125.5,2500.0,2000.0,7317.0,6448.2,1694.0,2020-10-06,13
30198.0,6125.5,2500.0,2000.0,7290.0,6468.5,1685.6,2020-10-06,14
29189.0,6125.5,2500.0,2000.0,7463.0,6120.1,1786.1,2020-10-06,15
28835.0,6125.5,2500.0,2000.0,7729.0,5516.2,1818.7,2020-10-06,16
28817.0,6125.5,2500.0,2000.0,7581.0,4217.7,1789.1,2020-10-06,17
28839.0,6125.5,2500.0,2000.0,6800.0,2346.8,1601.7,2020-10-06,18
29357.0,6125.5,2500.0,2000.0,6046.0,485.1,1065.2,2020-10-06,19
31898.0,6125.5,2500.0,2000.0,5602.0,0.0,583.6,2020-10-06,20
31156.0,6125.5,2500.0,2000.0,5338.0,0.0,412.0,2020-10-06,21
28058.0,6125.5,2500.0,2000.0,5181.0,0.0,383.3,2020-10-06,22
25960.0,6125.5,2500.0,2000.0,5179.0,0.0,265.8,2020-10-06,23
24498.0,6125.5,2500.0,2000.0,5262.0,0.0,122.1,2020-10-07,0
23185.0,6125.5,2500.0,2000.0,5211.0,0.0,97.8,2020-10-07,1
22386.0,6125.5,2500.0,2000.0,5298.0,0.0,84.3,2020-10-07,2
22025.0,6125.5,2500.0,2000.0,5504.0,0.0,40.7,2020-10-07,3
22060.0,6125.5,2500.0,2000.0,5655.0,0.0,32.5,2020-10-07,4
22477.0,6125.5,2500.0,2000.0,5414.0,0.0,29.7,2020-10-07,5
24633.0,6125.5,2500.0,2000.0,5254.0,0.0,27.7,2020-10-07,6
27971.0,6125.5,2500.0,2000.0,5159.0,0.0,24.5,2020-10-07,7
29182.0,6125.5,2500.0,2000.0,4803.0,315.4,24.8,2020-10-07,8
30098.0,6125.5,2500.0,2000.0,4300.0,2261.9,63.1,2020-10-07,9
30562.0,6125.5,2500.0,2000.0,3620.0,4262.0,684.3,2020-10-07,10
30836.0,6125.5,2500.0,2000.0,3203.0,5580.1,1537.8,2020-10-07,11
31443.0,6125.5,2500.0,2000.0,3717.0,6324.2,1775.1,2020-10-07,12
31463.0,6125.5,2500.0,2000.0,4050.0,6606.7,1834.0,2020-10-07,13
30289.0,6125.5,2500.0,2000.0,3930.0,6301.1,1846.6,2020-10-07,14
29666.0,6125.5,2500.0,2000.0,3654.0,6204.6,1893.1,2020-10-07,15
29485.0,6125.5,2500.0,2000.0,3648.0,5647.0,1864.6,2020-10-07,16
29353.0,6125.5,2500.0,2000.0,3435.0,4593.6,1849.7,2020-10-07,17
29023.0,6125.5,2500.0,2000.0,3430.0,2653.0,1703.8,2020-10-07,18
29737.0,6125.5,2500.0,2000.0,3432.0,526.5,1098.9,2020-10-07,19
32086.0,6125.5,2500.0,2000.0,3302.0,0.0,600.5,2020-10-07,20
31179.0,6125.5,2500.0,2000.0,3346.0,0.0,443.9,2020-10-07,21
28045.0,6125.5,2500.0,2000.0,3288.0,0.0,422.8,2020-10-07,22
25905.0,6125.5,2500.0,2000.0,3477.0,0.0,317.3,2020-10-07,23
24531.0,6125.5,2500.0,2000.0,3534.0,0.0,226.1,2020-10-08,0
23341.0,6125.5,2500.0,2000.0,3356.0,0.0,158.9,2020-10-08,1
22524.0,6125.5,2500.0,2000.0,2965.0,0.0,112.8,2020-10-08,2
22243.0,6125.5,2500.0,2000.0,2437.0,0.0,117.5,2020-10-08,3
22321.0,6125.5,2500.0,2000.0,2253.0,0.0,65.0,2020-10-08,4
22801.0,6125.5,2500.0,2000.0,2411.0,0.0,21.8,2020-10-08,5
24844.0,6125.5,2500.0,2000.0,2463.0,0.0,17.2,2020-10-08,6
28086.0,6125.5,2500.0,2000.0,2669.0,0.0,12.4,2020-10-08,7
29287.0,6125.5,2500.0,2000.0,2756.0,304.5,11.1,2020-10-08,8
29960.0,6125.5,2500.0,2000.0,2657.0,2037.2,29.4,2020-10-08,9
30635.0,6125.5,2500.0,2000.0,2449.0,3933.9,354.2,2020-10-08,10
30962.0,6125.5,2500.0,2000.0,2650.0,5412.1,838.5,2020-10-08,11
31498.0,6125.5,2500.0,2000.0,2667.0,6003.5,1115.9,2020-10-08,12
31434.0,6125.5,2500.0,2000.0,2568.0,6399.8,1281.3,2020-10-08,13
30630.0,6125.5,2500.0,2000.0,2454.0,6162.8,1689.0,2020-10-08,14
29755.0,6125.5,2500.0,2000.0,2510.0,5901.6,1739.7,2020-10-08,15
29523.0,6125.5,2500.0,2000.0,2402.0,5302.5,1544.9,2020-10-08,16
29399.0,6125.5,2500.0,2000.0,2278.0,4056.9,1547.1,2020-10-08,17
29191.0,6125.5,2500.0,2000.0,2299.0,2224.5,1362.1,2020-10-08,18
29800.0,6125.5,2500.0,2000.0,2277.0,401.3,858.8,2020-10-08,19
31983.0,6125.5,2500.0,2000.0,2197.0,0.0,301.4,2020-10-08,20
31256.0,6125.5,2500.0,2000.0,2220.0,0.0,178.0,2020-10-08,21
28033.0,6125.5,2500.0,2000.0,2042.0,0.0,180.5,2020-10-08,22
25884.0,6125.5,2500.0,2000.0,1928.0,0.0,133.7,2020-10-08,23
24534.0,6125.5,2500.0,2000.0,1863.0,0.0,102.9,2020-10-09,0
23340.0,6125.5,2500.0,2000.0,1891.0,0.0,49.6,2020-10-09,1
22544.0,6125.5,2500.0,2000.0,1747.0,0.0,44.7,2020-10-09,2
22167.0,6125.5,2500.0,2000.0,1681.0,0.0,55.4,2020-10-09,3
22086.0,6125.5,2500.0,2000.0,1537.0,0.0,20.8,2020-10-09,4
22466.0,6125.5,2500.0,2000.0,1370.0,0.0,19.5,2020-10-09,5
24211.0,6125.5,2500.0,2000.0,1224.0,0.0,19.3,2020-10-09,6
27236.0,6125.5,2500.0,2000.0,1252.0,0.0,14.9,2020-10-09,7
28196.0,6125.5,2500.0,2000.0,1199.0,303.8,16.4,2020-10-09,8
29065.0,6125.5,2500.0,2000.0,1076.0,1973.3,28.6,2020-10-09,9
29930.0,6125.5,2500.0,2000.0,919.0,3894.5,422.2,2020-10-09,10
30212.0,6125.5,2500.0,2000.0,862.0,4942.9,854.0,2020-10-09,11
30627.0,6125.5,2500.0,2000.0,822.0,5412.7,919.8,2020-10-09,12
30901.0,6125.5,2500.0,2000.0,879.0,5827.1,992.6,2020-10-09,13
29698.0,6125.5,2500.0,2000.0,943.0,5873.4,969.0,2020-10-09,14
28598.0,6125.5,2500.0,2000.0,1154.0,5758.2,1103.7,2020-10-09,15
28118.0,6125.5,2500.0,2000.0,1462.0,5182.3,1146.3,2020-10-09,16
28073.0,6125.5,2500.0,2000.0,1784.0,3836.9,1132.9,2020-10-09,17
27787.0,6125.5,2500.0,2000.0,2087.0,1913.2,606.6,2020-10-09,18
28408.0,6125.5,2500.0,2000.0,2528.0,341.4,388.3,2020-10-09,19
30341.0,6125.5,2500.0,2000.0,3421.0,0.0,148.1,2020-10-09,20
29797.0,6125.5,2500.0,2000.0,4161.0,0.0,107.8,2020-10-09,21
26890.0,6125.5,2500.0,2000.0,4890.0,0.0,2.9,2020-10-09,22
24911.0,6125.5,2500.0,2000.0,5645.0,0.0,8.0,2020-10-09,23
23909.0,6125.5,3000.0,2000.0,6048.0,0.0,2.5,2020-10-10,0
22607.0,6125.5,3000.0,2000.0,6545.0,0.0,14.8,2020-10-10,1
21740.0,6125.5,3000.0,2000.0,6823.0,0.0,40.2,2020-10-10,2
21280.0,6125.5,3000.0,2000.0,6995.0,0.0,7.8,2020-10-10,3
20904.0,6125.5,3000.0,2000.0,7421.0,0.0,10.0,2020-10-10,4
20721.0,6125.5,3000.0,2000.0,7608.0,0.0,8.9,2020-10-10,5
21027.0,6125.5,3000.0,2000.0,7565.0,0.0,10.0,2020-10-10,6
22116.0,6125.5,3000.0,2000.0,7343.0,0.0,5.5,2020-10-10,7
23195.0,6125.5,3000.0,2000.0,7544.0,246.7,15.0,2020-10-10,8
24977.0,6125.5,3000.0,2000.0,7270.0,1876.5,27.7,2020-10-10,9
26182.0,6125.5,3000.0,2000.0,7060.0,3807.5,402.4,2020-10-10,10
26771.0,6125.5,3000.0,2000.0,7582.0,4960.8,1221.2,2020-10-10,11
27092.0,6125.5,3000.0,2000.0,8166.0,5600.5,1545.7,2020-10-10,12
27155.0,6125.5,3000.0,2000.0,8657.0,5815.0,1625.0,2020-10-10,13
26520.0,6125.5,3000.0,2000.0,8891.0,5691.4,1807.1,2020-10-10,14
25026.0,6125.5,3000.0,2000.0,9184.0,5562.5,1692.2,2020-10-10,15
24066.0,6125.5,3000.0,2000.0,9416.0,5105.4,1722.2,2020-10-10,16
23745.0,6125.5,3000.0,2000.0,9563.0,3930.9,1713.8,2020-10-10,17
23962.0,6125.5,3000.0,2000.0,9854.0,2114.5,1404.0,2020-10-10,18
24743.0,6125.5,3000.0,2000.0,10042.0,341.3,851.6,2020-10-10,19
27095.0,6125.5,3000.0,2000.0,9971.0,0.0,456.1,2020-10-10,20
27151.0,6125.5,3000.0,2000.0,9775.0,0.0,324.4,2020-10-10,21
25110.0,6125.5,3000.0,2000.0,9671.0,0.0,256.1,2020-10-10,22
23449.0,6125.5,3000.0,2000.0,9950.0,0.0,196.3,2020-10-10,23
22034.0,6125.5,3000.0,2000.0,10007.0,0.0,129.2,2020-10-11,0
20909.0,6125.5,3000.0,2000.0,9654.0,0.0,69.1,2020-10-11,1
19909.0,6125.5,3000.0,2000.0,9515.0,0.0,41.1,2020-10-11,2
19323.0,6125.5,3000.0,2000.0,9515.0,0.0,21.0,2020-10-11,3
19090.0,6125.5,3000.0,2000.0,9618.0,0.0,31.5,2020-10-11,4
19018.0,6125.5,3000.0,2000.0,9792.0,0.0,29.0,2020-10-11,5
19279.0,6125.5,3000.0,2000.0,9946.0,0.0,19.0,2020-10-11,6
19835.0,6125.5,3000.0,2000.0,9771.0,0.0,14.0,2020-10-11,7
20041.0,6125.5,3000.0,2000.0,9742.0,282.6,18.8,2020-10-11,8
21596.0,6125.5,3000.0,2000.0,9355.0,1794.3,57.7,2020-10-11,9
23346.0,6125.5,3000.0,2000.0,9029.0,3744.4,547.6,2020-10-11,10
24109.0,6125.5,3000.0,2000.0,8883.0,4972.5,1427.7,2020-10-11,11
24420.0,6125.5,3000.0,2000.0,9106.0,5353.7,1714.3,2020-10-11,12
24897.0,6125.5,3000.0,2000.0,9271.0,5832.6,1785.9,2020-10-11,13
24567.0,6125.5,3000.0,2000.0,9353.0,6245.9,1699.1,2020-10-11,14
23081.0,6125.5,3000.0,2000.0,9809.0,6085.5,1786.9,2020-10-11,15
22091.0,6125.5,3000.0,2000.0,10223.0,5582.5,1848.3,2020-10-11,16
21946.0,6125.5,3000.0,2000.0,10425.0,4451.1,1825.0,2020-10-11,17
22301.0,6125.5,3000.0,2000.0,10628.0,2381.7,1654.4,2020-10-11,18
23240.0,6125.5,3000.0,2000.0,10433.0,403.4,1054.6,2020-10-11,19
25962.0,6125.5,3000.0,2000.0,10144.0,0.0,626.1,2020-10-11,20
25999.0,6125.5,3000.0,2000.0,10340.0,0.0,374.9,2020-10-11,21
24439.0,6125.5,3000.0,2000.0,10307.0,0.0,327.0,2020-10-11,22
23134.0,6125.5,3000.0,2000.0,10235.0,0.0,236.0,2020-10-11,23
22135.0,6125.5,2500.0,2000.0,9987.0,0.0,126.7,2020-10-12,0
21089.0,6125.5,2500.0,2000.0,9835.0,0.0,104.0,2020-10-12,1
19929.0,6125.5,2500.0,2000.0,9797.0,0.0,61.2,2020-10-12,2
19019.0,6125.5,2500.0,2000.0,9583.0,0.0,20.4,2020-10-12,3
18714.0,6125.5,2500.0,2000.0,9205.0,0.0,15.9,2020-10-12,4
18827.0,6125.5,2500.0,2000.0,9223.0,0.0,15.3,2020-10-12,5
19535.0,6125.5,2500.0,2000.0,9103.0,0.0,13.7,2020-10-12,6
20133.0,6125.5,2500.0,2000.0,8898.0,0.0,14.0,2020-10-12,7
19807.0,6125.5,2500.0,2000.0,8557.0,314.9,18.3,2020-10-12,8
21586.0,6125.5,2500.0,2000.0,8045.0,2166.8,42.6,2020-10-12,9
23967.0,6125.5,2500.0,2000.0,7611.0,4415.8,633.7,2020-10-12,10
24352.0,6125.5,2500.0,2000.0,6773.0,5741.1,1561.9,2020-10-12,11
24934.0,6125.5,2500.0,2000.0,6056.0,6556.1,1919.7,2020-10-12,12
25316.0,6125.5,2500.0,2000.0,5756.0,6797.6,1928.6,2020-10-12,13
24998.0,6125.5,2500.0,2000.0,5603.0,6761.2,1862.6,2020-10-12,14
23843.0,6125.5,2500.0,2000.0,5698.0,6394.5,1898.7,2020-10-12,15
22741.0,6125.5,2500.0,2000.0,6030.0,5835.8,1947.9,2020-10-12,16
22454.0,6125.5,2500.0,2000.0,6178.0,4720.6,1907.6,2020-10-12,17
22942.0,6125.5,2450.0,2000.0,6146.0,2444.3,1670.0,2020-10-12,18
24311.0,6125.5,2450.0,2000.0,6141.0,411.8,978.8,2020-10-12,19
27040.0,6125.5,2450.0,2000.0,5893.0,0.0,594.8,2020-10-12,20
27285.0,6125.5,2450.0,2000.0,6253.0,0.0,441.8,2020-10-12,21
25506.0,6125.5,2450.0,2000.0,6337.0,0.0,416.6,2020-10-12,22
23439.0,6125.5,2450.0,2000.0,6279.0,0.0,334.7,2020-10-12,23
22077.0,6125.5,2450.0,2000.0,6035.0,0.0,254.6,2020-10-13,0
20841.0,6125.5,2500.0,2000.0,5847.0,0.0,192.7,2020-10-13,1
20140.0,6125.5,2500.0,2000.0,6230.0,0.0,120.2,2020-10-13,2
19811.0,6125.5,2500.0,2000.0,6455.0,0.0,70.3,2020-10-13,3
19964.0,6125.5,2500.0,2000.0,6614.0,0.0,98.0,2020-10-13,4
20753.0,6125.5,2500.0,2000.0,6686.0,0.0,71.5,2020-10-13,5
23108.0,6125.5,2500.0,2000.0,6702.0,0.0,24.6,2020-10-13,6
26690.0,6125.5,2450.0,2000.0,6732.0,0.0,18.1,2020-10-13,7
29058.0,6125.5,2450.0,2000.0,6481.0,281.3,28.1,2020-10-13,8
29987.0,6125.5,2450.0,2000.0,5786.0,2038.0,76.5,2020-10-13,9
30172.0,6125.5,2450.0,2000.0,5043.0,4192.8,676.7,2020-10-13,10
30396.0,6125.5,2450.0,2000.0,5631.0,5511.2,1530.0,2020-10-13,11
30808.0,6125.5,2450.0,2000.0,5947.0,6397.2,1852.1,2020-10-13,12
30583.0,6125.5,2450.0,2000.0,6371.0,6635.5,1848.7,2020-10-13,13
29522.0,6125.5,2450.0,2000.0,6562.0,6305.7,1814.8,2020-10-13,14
28541.0,6125.5,2450.0,2000.0,7286.0,5827.3,1844.8,2020-10-13,15
28634.0,6125.5,2450.0,2000.0,7782.0,5188.8,1840.3,2020-10-13,16
28787.0,6125.5,2450.0,2000.0,8168.0,4137.7,1754.2,2020-10-13,17
28407.0,6125.5,2450.0,2000.0,8011.0,2093.6,1481.9,2020-10-13,18
28979.0,6125.5,2450.0,2000.0,7528.0,340.8,862.6,2020-10-13,19
31415.0,6125.5,2450.0,2000.0,6963.0,0.0,504.3,2020-10-13,20
30636.0,6125.5,2450.0,2000.0,6515.0,0.0,341.2,2020-10-13,21
27475.0,6125.5,2450.0,2000.0,6284.0,0.0,386.6,2020-10-13,22
25314.0,6125.5,2450.0,2000.0,6054.0,0.0,315.0,2020-10-13,23
24035.0,6125.5,2450.0,2000.0,5766.0,0.0,154.4,2020-10-14,0
22885.0,6125.5,2500.0,2000.0,5890.0,0.0,96.6,2020-10-14,1
22076.0,6125.5,2500.0,2000.0,6061.0,0.0,42.5,2020-10-14,2
21814.0,6125.5,2500.0,2000.0,6377.0,0.0,53.7,2020-10-14,3
21866.0,6125.5,2500.0,2000.0,6430.0,0.0,22.2,2020-10-14,4
22123.0,6125.5,2500.0,2000.0,6311.0,0.0,17.7,2020-10-14,5
24508.0,6125.5,2500.0,2000.0,6471.0,0.0,15.2,2020-10-14,6
28026.0,6125.5,2450.0,2000.0,6758.0,0.0,14.2,2020-10-14,7
29768.0,6125.5,2450.0,2000.0,7122.0,240.5,16.6,2020-10-14,8
30345.0,6125.5,2450.0,2000.0,6904.0,1689.3,49.5,2020-10-14,9
30665.0,6125.5,2450.0,2000.0,7098.0,3818.9,513.9,2020-10-14,10
31154.0,6125.5,2450.0,2000.0,7847.0,5207.2,1354.5,2020-10-14,11
31610.0,6125.5,2450.0,2000.0,8598.0,6174.2,1513.9,2020-10-14,12
31429.0,6125.5,2450.0,2000.0,9420.0,6485.0,1580.5,2020-10-14,13
30525.0,6125.5,2450.0,2000.0,10508.0,5821.3,1661.0,2020-10-14,14
29489.0,6125.5,2450.0,2000.0,11159.0,5648.2,1686.4,2020-10-14,15
29178.0,6125.5,2450.0,2000.0,11200.0,5235.5,1740.2,2020-10-14,16
28915.0,6125.5,2450.0,2000.0,11414.0,4202.7,1774.1,2020-10-14,17
28800.0,6125.5,2450.0,2000.0,11038.0,2074.6,1576.4,2020-10-14,18
29977.0,6125.5,2450.0,2000.0,10331.0,338.6,924.0,2020-10-14,19
32230.0,6125.5,2450.0,2000.0,9724.0,0.0,523.3,2020-10-14,20
31431.0,6125.5,2450.0,2000.0,9580.0,0.0,400.4,2020-10-14,21
28371.0,6125.5,2450.0,2000.0,8859.0,0.0,307.1,2020-10-14,22
25935.0,6125.5,2450.0,2000.0,7900.0,0.0,216.3,2020-10-14,23
24380.0,6125.5,2450.0,2000.0,7080.0,0.0,122.7,2020-10-15,0
23220.0,6125.5,2500.0,2000.0,6497.0,0.0,44.4,2020-10-15,1
22439.0,6125.5,2500.0,2000.0,6473.0,0.0,29.8,2020-10-15,2
22164.0,6125.5,2500.0,2000.0,6281.0,0.0,24.8,2020-10-15,3
21981.0,6125.5,2500.0,2000.0,6151.0,0.0,23.0,2020-10-15,4
22513.0,6125.5,2500.0,2000.0,6090.0,0.0,24.9,2020-10-15,5
24710.0,6125.5,2500.0,2000.0,6500.0,0.0,18.9,2020-10-15,6
28150.0,6125.5,2450.0,2000.0,6534.0,0.0,18.1,2020-10-15,7
29712.0,6125.5,2450.0,2000.0,6145.0,272.6,17.5,2020-10-15,8
30529.0,6125.5,2450.0,2000.0,5790.0,2000.2,70.8,2020-10-15,9
30935.0,6125.5,2450.0,2000.0,5508.0,4328.5,671.6,2020-10-15,10
31246.0,6125.5,2450.0,2000.0,6092.0,5689.9,1502.4,2020-10-15,11
31665.0,6125.5,2450.0,2000.0,6488.0,6477.9,1793.6,2020-10-15,12
31531.0,6125.5,2450.0,2000.0,6926.0,6526.7,1811.1,2020-10-15,13
30543.0,6125.5,2450.0,2000.0,7542.0,6387.0,1735.9,2020-10-15,14
29434.0,6125.5,2450.0,2000.0,8398.0,6018.4,1754.2,2020-10-15,15
29183.0,6125.5,2450.0,2000.0,8856.0,5377.3,1863.4,2020-10-15,16
29298.0,6125.5,2450.0,2000.0,8876.0,4138.0,1671.8,2020-10-15,17
29102.0,6125.5,2450.0,2000.0,8805.0,1940.3,1330.2,2020-10-15,18
30093.0,6125.5,2450.0,2000.0,8470.0,292.4,777.5,2020-10-15,19
32415.0,6125.5,2450.0,2000.0,8416.0,0.0,520.2,2020-10-15,20
31477.0,6125.5,2450.0,2000.0,8299.0,0.0,294.6,2020-10-15,21
28427.0,6125.5,2450.0,2000.0,8111.0,0.0,306.7,2020-10-15,22
26121.0,6125.5,2450.0,2000.0,7671.0,0.0,258.9,2020-10-15,23
24617.0,6125.5,2450.0,2000.0,7339.0,0.0,161.1,2020-10-16,0
23380.0,6125.5,2500.0,2000.0,7033.0,0.0,113.4,2020-10-16,1
22519.0,6125.5,2500.0,2000.0,6676.0,0.0,85.3,2020-10-16,2
22179.0,6125.5,2500.0,2000.0,6622.0,0.0,35.1,2020-10-16,3
22207.0,6125.5,2500.0,2000.0,6630.0,0.0,26.4,2020-10-16,4
22717.0,6125.5,2500.0,2000.0,6528.0,0.0,23.4,2020-10-16,5
24854.0,6125.5,2500.0,2000.0,6180.0,0.0,21.9,2020-10-16,6
28372.0,6125.5,2450.0,2000.0,5847.0,0.0,21.6,2020-10-16,7
29917.0,6125.5,2450.0,2000.0,5567.0,268.1,24.9,2020-10-16,8
30930.0,6125.5,2450.0,2000.0,5025.0,2026.4,50.3,2020-10-16,9
31331.0,6125.5,2450.0,2000.0,4590.0,4405.7,636.1,2020-10-16,10
31632.0,6125.5,2450.0,2000.0,4150.0,5834.8,1479.0,2020-10-16,11
31742.0,6125.5,2450.0,2000.0,3635.0,6801.6,1757.3,2020-10-16,12
31362.0,6125.5,2450.0,2000.0,3127.0,6929.4,1819.6,2020-10-16,13
30177.0,6125.5,2450.0,2000.0,2922.0,6785.4,1742.6,2020-10-16,14
29180.0,6125.5,2450.0,2000.0,3006.0,6378.1,1787.4,2020-10-16,15
28624.0,6125.5,2450.0,2000.0,3044.0,5685.9,1767.7,2020-10-16,16
28576.0,6125.5,2450.0,2000.0,2996.0,4518.3,1616.1,2020-10-16,17
28442.0,6125.5,2450.0,2000.0,3081.0,2196.5,1300.3,2020-10-16,18
29447.0,6125.5,2500.0,2000.0,2831.0,364.5,883.9,2020-10-16,19
31568.0,6125.5,2500.0,2000.0,2411.0,0.0,462.9,2020-10-16,20
30791.0,6125.5,2500.0,2000.0,2004.0,0.0,323.7,2020-10-16,21
27854.0,6125.5,2500.0,2000.0,1683.0,0.0,267.6,2020-10-16,22
25896.0,6125.5,2500.0,2000.0,1517.0,0.0,166.6,2020-10-16,23
24637.0,6125.5,3000.0,2200.0,1316.0,0.0,74.5,2020-10-17,0
23273.0,6125.5,3000.0,2200.0,1303.0,0.0,40.0,2020-10-17,1
22209.0,6125.5,3000.0,2200.0,1516.0,0.0,37.5,2020-10-17,2
21797.0,6125.5,3000.0,2200.0,1803.0,0.0,27.2,2020-10-17,3
21603.0,6125.5,3000.0,2200.0,2295.0,0.0,26.7,2020-10-17,4
21345.0,6125.5,3000.0,2200.0,2553.0,0.0,23.2,2020-10-17,5
21971.0,6125.5,3000.0,2200.0,2785.0,0.0,22.4,2020-10-17,6
23160.0,6125.5,3000.0,2200.0,2793.0,0.0,21.6,2020-10-17,7
24196.0,6125.5,3000.0,2200.0,2829.0,245.8,23.7,2020-10-17,8
26093.0,6125.5,3000.0,2200.0,2758.0,1867.1,40.9,2020-10-17,9
27497.0,6125.5,3000.0,2200.0,2512.0,4234.1,524.7,2020-10-17,10
27764.0,6125.5,3000.0,2200.0,2351.0,5673.1,1304.0,2020-10-17,11
27989.0,6125.5,3000.0,2200.0,2567.0,6460.6,1557.2,2020-10-17,12
27969.0,6125.5,3000.0,2200.0,2833.0,6718.1,1499.1,2020-10-17,13
27203.0,6125.5,3000.0,2200.0,2844.0,6597.4,1578.5,2020-10-17,14
25800.0,6125.5,3000.0,2200.0,2648.0,5958.9,1646.2,2020-10-17,15
24943.0,6125.5,3000.0,2200.0,2399.0,5344.1,1621.9,2020-10-17,16
24736.0,6125.5,3000.0,2200.0,2021.0,4193.5,1590.4,2020-10-17,17
24973.0,6125.5,3000.0,2200.0,1725.0,1954.5,1330.2,2020-10-17,18
26021.0,6125.5,3000.0,2200.0,1532.0,273.1,811.5,2020-10-17,19
28301.0,6125.5,3000.0,2200.0,1447.0,0.0,362.9,2020-10-17,20
28405.0,6125.5,3000.0,2200.0,1272.0,0.0,209.8,2020-10-17,21
26310.0,6125.5,3000.0,2200.0,1052.0,0.0,165.9,2020-10-17,22
24572.0,6125.5,3000.0,2200.0,954.0,0.0,138.9,2020-10-17,23
22966.0,6125.5,3000.0,2200.0,902.0,0.0,73.5,2020-10-18,0
21420.0,6125.5,3000.0,2200.0,1024.0,0.0,32.1,2020-10-18,1
20320.0,6125.5,3000.0,2200.0,1083.0,0.0,38.8,2020-10-18,2
19785.0,6125.5,3000.0,2200.0,1285.0,0.0,23.3,2020-10-18,3
19436.0,6125.5,3000.0,2200.0,1459.0,0.0,24.9,2020-10-18,4
